from,to,line,seconds
411,631,Train SuperFast Express 12127: Mumbai CSMT → Pune,3775.4
412,282,Train MEMU 66585: Yesvantpur → Hosur,180.5
413,422,Western Line (Slow): Virar => Churchgate,116.4
413,554,Western Line (slow): Churchgate => Virar,104.0
414,214,Central Line: Khopoli → Mumbai CSMT (Fast),232.2
414,377,Central Line: Mumbai CSMT → Khopoli (Fast),179.2
415,434,Barabanki-Lucknow Line,851.3
416,53,Train Patliputra Lucknow Junction Express 15033: Patliputra → Lucknow Junction,409.5
416,76,Double Decker Express 12583: Lucknow → Anand Vihar,16124.1
416,276,Lucknow Mail: Lucknow Junction -> New Delhi,7150.0
416,343,Shatabdi Express 12003: Lucknow → New Delhi,5071.1
416,705,Lucknow Junction - Agra Fort InterCity Semifast Express,3842.4
417,504,Train Rajdhani Express 12426: Jammu Tawi → New Delhi,20513.8
417,534,Train Rajdhani Express 12425: New Delhi → Jammu Tawi,10867.4
418,298,Train Express 15017: Mumbai LTT → Gorakhpur,235.1
419,349,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,3937.7
419,582,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,14657.0
419,682,Train Rajdhani Express 22413: Madgaon → Hazrat Nizamuddin,2984.4
420,75,Train Rajdhani Express 12306: New Delhi → Howrah (via Patna),12142.2
420,313,Train Rajdhani Express 12305: Howrah → New Delhi (via Patna),1953.6
422,413,Western Line (slow): Churchgate => Virar,116.1
422,472,Western Line (Slow): Virar => Churchgate,99.6
423,327,Train Vande Bharat Express 20704: Yesvantpur → Kacheguda,6347.7
424,517,Train Rajdhani Express 12957: Ahmedabad → New Delhi,4596.1
424,590,Unnamed Line,4440.4
425,64,Harbour Line: Mumbai CSMT → Goregaon,121.0
425,64,Western Line (slow): Churchgate => Virar,121.1
425,378,Harbour Line: Goregaon → Mumbai CSMT,104.8
425,456,Western Line (Slow): Virar => Churchgate,100.9
426,18,Passenger 51974: Jaipur → Mathura,794.1
426,430,Passenger 51973: Mathura → Jaipur,573.3
427,674,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,611.6
428,357,Train Express 15018: Gorakhpur → Mumbai LTT,4293.8
428,612,Train Express 15017: Mumbai LTT → Gorakhpur,2531.0
429,252,Western Line (Slow): Virar => Churchgate,175.7
429,338,Western Line (slow): Churchgate => Virar,141.4
430,426,Passenger 51974: Jaipur → Mathura,573.3
430,567,Passenger 51973: Mathura → Jaipur,1189.8
431,170,Hyderabad MMTS: Secunderabad → Falaknuma,84.2
431,170,Hyderabad MMTS: Ramchandrapuram → Falaknuma,84.2
431,170,Hyderabad MMTS: Lingampalli → Falaknuma,84.2
431,170,Hyderabad MMTS: Lingampalli → Umdanagar,84.2
431,327,Hyderabad MMTS: Umdanagar → Lingampalli,123.2
431,327,Hyderabad MMTS: Falaknuma → Secunderabad,123.2
431,327,Hyderabad MMTS: Falaknuma → Ramachandrapuram,123.2
431,327,Hyderabad MMTS: Falaknuma → Hyderabad,123.2
431,327,Hyderabad MMTS: Falaknuma → Lingampalli,123.2
432,336,Pune Suburban Railway: Lonavala → Pune,576.7
432,411,Pune Suburban Railway: Pune → Lonavala,542.1
433,96,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,8578.4
433,505,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,13523.5
435,185,Hyderabad MMTS: Lingampalli → Medchal,62.9
435,185,Hyderabad MMTS: Secunderabad → Medchal,62.9
435,185,Hyderabad MMTS: Hyderabad → Medchal,62.9
435,401,Hyderabad MMTS: Medchal → Secunderabad,69.6
435,401,Hyderabad MMTS: Medchal → Hyderabad,69.6
435,401,Hyderabad MMTS: Medchal → Lingampalli,69.6
436,595,Chennai Beach - Tambaram suburban line,120.5
437,259,Chennai MRTS: Chennai Beach → Saint Thomas Mount,90.1
437,678,Chennai MRTS: Saint Thomas Mount → Chennai Beach,73.6
438,71,Daily Express 16512: Kannur → KSR Bengaluru,1208.0
438,351,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,3112.7
438,700,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,3867.9
439,438,Daily Express 16512: Kannur → KSR Bengaluru,282.9
440,657,Train 19058 Mangaluru Junction Surat Express,1191.5
441,169,Train Express 15017: Mumbai LTT → Gorakhpur,1572.7
441,302,Train Express 15018: Gorakhpur → Mumbai LTT,3075.0
442,250,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,574.2
443,48,Gonda - Varanasi Intercity Express,2011.1
443,248,Varanasi - Gonda Intercity Express,2015.3
444,254,Harbour Line: Panvel → Mumbai CSMT,133.5
444,722,Harbour Line: Mumbai CSMT → Panvel,521.2
445,405,Train Express 15018: Gorakhpur → Mumbai LTT,1768.3
445,491,Train Express 15017: Mumbai LTT → Gorakhpur,1729.1
445,494,Howrah-Mumbai Mail,5090.6
445,494,20705 Mumbai CSMT Vande Bharat Express,5090.4
446,367,Harbour Line: Mumbai CSMT → Panvel,132.1
446,367,Trans-Harbour Line: Thane => Panvel,132.1
446,372,Harbour Line: Panvel → Mumbai CSMT,177.9
446,372,Trans-Harbour Line: Panvel => Thane,177.9
447,563,Train Vande Bharat Express 22232: SMVT Bengaluru → Kalaburagi,2014.8
448,553,Tambaram - Chengelpet suburban line,233.8
449,149,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,748.4
450,671,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,187.9
451,137,Western Line (fast): Churchgate => Virar,58.8
451,137,Western Line (slow): Churchgate => Virar,68.4
451,164,Western Line (fast): Virar => Churchgate,103.0
451,164,Western Line (Slow): Virar => Churchgate,102.4
452,470,Harbour Line: Panvel → Mumbai CSMT,92.6
452,470,Harbour Line: Goregaon → Mumbai CSMT,92.6
452,470,Central Line: Kalyan Junction → Mumbai CSMT (Slow),92.3
452,602,Harbour Line: Mumbai CSMT → Panvel,73.2
452,602,Harbour Line: Mumbai CSMT → Goregaon,73.2
452,602,Central Line: Mumbai CSMT → Kalyan Junction (Slow),80.5
453,565,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,641.4
454,5,Shatabdi Express 12002: New Delhi → Rani Kamlapati,3405.5
454,5,Dakshin Superfast Express: Delhi => Hyderabad,3405.5
454,112,Passenger 51973: Mathura → Jaipur,157.9
454,281,Train Rajdhani Express 12953: Mumbai Central → Hazrat Nizamuddin,9332.2
454,504,Shatabdi Express 12001: Rani Kamlapati → New Delhi,9830.0
454,613,Train Rajdhani Express 12954: Hazrat Nizamuddin → Mumbai Central,15012.3
455,172,Central Line: Kalyan Junction → Mumbai CSMT (Slow),97.7
455,642,Central Line: Mumbai CSMT → Kalyan Junction (Slow),190.9
456,171,Western Line (Slow): Virar => Churchgate,79.2
457,218,Train Express 15018: Gorakhpur → Mumbai LTT,1508.5
457,295,Train Express 15017: Mumbai LTT → Gorakhpur,554.5
458,257,Hyderabad MMTS: Medchal → Secunderabad,250.4
458,257,Hyderabad MMTS: Medchal → Hyderabad,250.4
458,257,Hyderabad MMTS: Medchal → Lingampalli,250.4
459,690,Chennai Beach - Tambaram suburban line,82.4
460,461,Train Express 14522: Ambala Cantonment → Delhi,325.7
460,597,Train Express 14521: Delhi → Ambala Cantonment,1426.3
460,597,Train 12903 Golden Temple Mail: Bandra Terminus → Amritsar,1426.3
461,460,Train Express 14521: Delhi → Ambala Cantonment,325.7
461,460,Train 12903 Golden Temple Mail: Bandra Terminus → Amritsar,325.7
461,463,Train Express 14522: Ambala Cantonment → Delhi,1386.1
462,104,Western Line (fast): Churchgate => Virar,239.6
462,104,Western Line (slow): Churchgate => Virar,239.8
462,175,Western Line (fast): Virar => Churchgate,257.0
462,175,Western Line (Slow): Virar => Churchgate,257.0
463,241,Train Express 14522: Ambala Cantonment → Delhi,1731.8
463,461,Train Express 14521: Delhi → Ambala Cantonment,1385.8
464,94,Train Express 15017: Mumbai LTT → Gorakhpur,578.8
464,659,Train Express 15018: Gorakhpur → Mumbai LTT,524.6
465,112,Passenger 51974: Jaipur → Mathura,611.2
465,562,Passenger 51973: Mathura → Jaipur,485.3
466,76,Double Decker Express 12584: Anand Vihar → Lucknow,6003.6
466,241,Double Decker Express 12583: Lucknow → Anand Vihar,9491.9
467,204,Shatabdi Express 12001: Rani Kamlapati → New Delhi,1714.9
467,270,Shatabdi Express 12002: New Delhi → Rani Kamlapati,2621.7
468,700,Train 19058 Mangaluru Junction Surat Express,2156.2
469,484,Central Line: Kalyan Junction → Mumbai CSMT (Slow),162.6
469,675,Central Line: Mumbai CSMT → Kalyan Junction (Slow),181.1
470,124,Central Line: Mumbai CSMT → Kalyan Junction (Fast),288.0
470,124,Central Line: Mumbai CSMT → Kasara (Fast),288.0
470,124,Central Line: Mumbai CSMT → Khopoli (Fast),288.0
470,172,Train SuperFast Express 12127: Mumbai CSMT → Pune,614.1
470,333,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,3238.8
470,411,Train SuperFast Express 12128: Pune → Mumbai CSMT,4601.2
470,452,Harbour Line: Mumbai CSMT → Panvel,92.6
470,452,Harbour Line: Mumbai CSMT → Goregaon,92.6
470,452,Central Line: Mumbai CSMT → Kalyan Junction (Slow),92.4
471,119,Train Rajdhani Express 12951: Mumbai Central → New Delhi,2084.3
471,119,Train Rajdhani Express 12953: Mumbai Central → Hazrat Nizamuddin,2084.4
472,173,Western Line (fast): Churchgate => Virar,426.3
472,258,Western Line (fast): Virar => Churchgate,68.5
472,258,Western Line (Slow): Virar => Churchgate,63.3
472,422,Western Line (slow): Churchgate => Virar,100.4
473,210,Central Line: Mumbai CSMT → Kalyan Junction (Slow),140.6
473,332,Central Line: Kalyan Junction → Mumbai CSMT (Slow),204.9
474,406,Chennai MRTS: Saint Thomas Mount → Chennai Beach,63.8
474,678,Chennai MRTS: Chennai Beach → Saint Thomas Mount,48.0
475,115,Train Rajdhani Express 22823: Bhubaneswar → New Delhi (via Tatanagar),2748.0
475,667,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),5464.4
476,90,Hazarduari Express: Lalgola => Krishnanagar,711.6
476,90,Lalgola - Sealdah MEMU Passenger,711.3
476,320,Bhagirathi Express,540.3
476,320,Hazarduari Express: Krishnanagar => Lalgola,540.3
476,320,Ranaghat Jn-Lalgola Passenger (UnReserved),540.3
476,320,Sealdah - Lalgola MEMU Passenger,540.3
477,194,Train Express 14521: Delhi → Ambala Cantonment,1703.3
477,374,Train Express 14522: Ambala Cantonment → Delhi,1574.9
477,594,Train 12903 Golden Temple Mail: Bandra Terminus → Amritsar,4103.5
478,67,Mysuru - Chennai Shatabdi Express,8937.0
479,122,Hyderabad MMTS: Lingampalli → Umdanagar,138.5
479,226,Hyderabad MMTS: Umdanagar → Lingampalli,302.8
480,388,Train Rajdhani Express 12951: Mumbai Central → New Delhi,14550.3
480,388,Train 12903 Golden Temple Mail: Bandra Terminus → Amritsar,14550.3
480,581,Train Rajdhani Express 12952: New Delhi → Mumbai Central,2816.2
481,509,Diva -> Roha MEMU,587.4
482,108,Train Rajdhani Express 12441: Bilaspur → New Delhi,20985.3
482,249,Train Rajdhani Express 12442: New Delhi → Bilaspur,8586.1
482,297,Train Rajdhani Express 22691: Bengaluru → Hazrat Nizamuddin,15227.7
482,359,Train Rajdhani Express 22692: Hazrat Nizamuddin → Bengaluru,25621.0
482,577,Train Duronto Express 12285: Secunderabad → Hazrat Nizamuddin,20566.2
483,490,Kamrup Express,748.8
484,99,Central Line: Kalyan Junction → Mumbai CSMT (Slow),114.6
484,469,Central Line: Mumbai CSMT → Kalyan Junction (Slow),162.6
485,104,Western Line (fast): Virar => Churchgate,332.6
485,104,Western Line (Slow): Virar => Churchgate,331.9
485,721,Western Line (fast): Churchgate => Virar,266.7
485,721,Western Line (slow): Churchgate => Virar,266.9
486,78,Lalgola - Sealdah MEMU Passenger,1070.1
486,91,Kolkata Berhampore Court Dhanya Dhaanya Express,5798.8
486,334,Sealdah - Lalgola MEMU Passenger,752.6
487,14,Train Express 15017: Mumbai LTT → Gorakhpur,470.2
487,626,Train Express 15018: Gorakhpur → Mumbai LTT,2466.2
488,721,Western Line (fast): Virar => Churchgate,301.9
488,721,Western Line (Slow): Virar => Churchgate,302.2
488,736,Western Line (fast): Churchgate => Virar,294.1
488,736,Western Line (slow): Churchgate => Virar,294.1
489,348,Train Vande Bharat Express 20672: Bengaluru Cantonment → Madurai,2205.4
490,107,Kamrup Express,2271.4
491,131,Train Express 15017: Mumbai LTT → Gorakhpur,2826.6
491,445,Train Express 15018: Gorakhpur → Mumbai LTT,1729.2
492,154,Train MEMU 66591: KSR Bengaluru → Kolar,435.5
493,345,Train Express 15018: Gorakhpur → Mumbai LTT,1095.9
493,634,Train Express 15017: Mumbai LTT → Gorakhpur,2120.0
494,294,Train Express 15018: Gorakhpur → Mumbai LTT,2923.1
494,306,Train Rajdhani Express 22221: Mumbai CSMT → Hazrat Nizamuddin,15477.7
494,333,Train Rajdhani Express 22222: Hazrat Nizamuddin → Mumbai CSMT,7831.4
494,333,20705 Mumbai CSMT Vande Bharat Express,7831.4
494,405,Train Express 15017: Mumbai LTT → Gorakhpur,3326.4
495,85,Hyderabad MMTS: Lingampalli → Hyderabad,71.9
495,85,Hyderabad MMTS: Ramchandrapuram → Falaknuma,71.9
495,85,Hyderabad MMTS: Lingampalli → Falaknuma,71.9
495,85,Hyderabad MMTS: Lingampalli → Medchal,71.9
495,85,Hyderabad MMTS: Lingampalli → Umdanagar,71.9
495,85,Hyderabad MMTS: Lingampalli → Secunderabad,71.9
495,228,Hyderabad MMTS: Hyderabad → Lingampalli,90.6
495,228,Hyderabad MMTS: Umdanagar → Lingampalli,90.6
495,228,Hyderabad MMTS: Falaknuma → Ramachandrapuram,90.6
495,228,Hyderabad MMTS: Falaknuma → Lingampalli,90.6
495,228,Hyderabad MMTS: Medchal → Lingampalli,90.6
495,228,Hyderabad MMTS: Secunderabad → Lingampalli,90.6
496,329,Diva -> Panvel MEMU,172.5
496,329,Diva -> Roha MEMU,172.5
496,661,Panvel -> Diva MEMU,228.8
497,529,Train Chhapra Junction Sonpur Junction DEMU 75270: Chhapra Junction → Sonpur,309.8
497,645,Train Sonpur Junction Chhapra Junction DEMU 75269: Sonpur Junction → Chhapra Junction,449.3
498,85,Hyderabad MMTS: Hyderabad → Lingampalli,118.0
498,365,Hyderabad MMTS: Lingampalli → Hyderabad,82.1
498,365,Hyderabad MMTS: Falaknuma → Hyderabad,82.1
498,365,Hyderabad MMTS: Medchal → Hyderabad,82.1
498,365,Hyderabad MMTS: Secunderabad → Hyderabad,82.1
498,603,Hyderabad MMTS: Hyderabad → Medchal,138.4
499,123,Train Express 15018: Gorakhpur → Mumbai LTT,1783.3
499,368,Train Express 15017: Mumbai LTT → Gorakhpur,2892.0
500,106,Central Line: Mumbai CSMT → Khopoli (Fast),464.1
500,627,Central Line: Khopoli → Mumbai CSMT (Fast),291.3
501,28,Hyderabad MMTS: Ghatkesar → Lingampalli,131.1
501,136,Hyderabad MMTS: Lingampalli → Ghatkesar,554.1
502,325,Harbour Line: Panvel → Mumbai CSMT,178.6
502,325,Trans-Harbour Line: Panvel => Thane,178.9
502,616,Harbour Line: Mumbai CSMT → Panvel,93.1
502,616,Trans-Harbour Line: Thane => Panvel,92.8
502,616,Nerul–Uran line (Nerul -> Uran),94.7
503,2,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),4862.8
503,31,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),4321.5
503,115,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),1783.1
503,380,Train Rajdhani Express 22811: Bhubaneswar → New Delhi (via Adra),6402.0
503,380,Train Rajdhani Express 22823: Bhubaneswar → New Delhi (via Tatanagar),6402.0
503,380,Train Rajdhani Express 20817: Bhubaneswar → New Delhi (via Sambalpur City),6402.0
503,526,Train Gangadamodar Express 13329: Dhanbad Junction → Patna Junction,1249.5
503,672,Train Gangadamodar Express 13330: Patna Junction → Dhanbad Junction,1467.7
504,191,Unnamed Line,767.5
504,241,Shatabdi Express 12004: New Delhi → Lucknow,1458.0
504,241,Train 64432: New Delhi-Ghaziabad Local,1457.1
504,241,Train 64534: Panipat Ghaziabad MEMU,1457.1
504,242,Lucknow Mail: New Delhi -> Lucknow Junction,1452.3
504,270,Train Rajdhani Express 12442: New Delhi → Bilaspur,20578.4
504,281,Delhi Ring Railway,490.3
504,343,Duronto Express: New Delhi -> Sealdah,28265.4
504,343,Train Rajdhani Express 12306: New Delhi → Howrah (via Patna),28271.9
504,343,Train Rajdhani Express 12302: New Delhi → Howrah (via Gaya),28270.7
504,343,Train Rajdhani Express 20840: New Delhi → Ranchi (via Bokaro Steel City),28269.3
504,343,Train Rajdhani Express 20408: New Delhi → Ranchi (via Japla),28269.3
504,343,Train Rajdhani Express 12454: New Delhi → Ranchi (via Chopan),28269.3
504,343,Train Rajdhani Express 22824: New Delhi → Bhubaneswar (via Tatanagar),28269.9
504,343,Train Rajdhani Express 22812: New Delhi → Bhubaneswar (via Adra),28269.9
504,343,Train Rajdhani Express 20818: New Delhi → Bhubaneswar (via Sambalpur City),28269.9
504,388,Train Rajdhani Express 12952: New Delhi → Mumbai Central,28961.2
504,417,Train Rajdhani Express 12425: New Delhi → Jammu Tawi,20513.8
504,454,Shatabdi Express 12002: New Delhi → Rani Kamlapati,9850.1
504,522,Kalka Shatabdi Express: New Delhi -> Kalka,6252.4
505,77,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,18090.5
505,272,Train 55751: New Jalpaiguri => Haldibari Passenger,3689.8
505,272,Train 55749: New Jalpaiguri => Haldibari Passenger,3689.8
505,433,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,13520.3
506,199,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,4122.2
507,483,Kamrup Express,1523.9
508,216,Nerul–Uran line (Nerul -> Uran),223.5
508,216,Nerul–Uran line: CBD Belapur → Uran,223.5
508,578,Nerul–Uran line (Uran->Nerul),227.3
508,578,Nerul–Uran line: Uran → CBD Belapur,227.3
509,587,Diva -> Roha MEMU,250.0
510,181,Panvel -> Diva MEMU,296.9
510,661,Diva -> Panvel MEMU,617.9
510,661,Diva -> Roha MEMU,617.9
511,339,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,650.5
511,339,Daily Express 16512: Kannur → KSR Bengaluru,650.5
512,379,Chennai Beach - Tambaram suburban line,113.9
513,18,Passenger 51973: Mathura → Jaipur,938.3
513,572,Passenger 51974: Jaipur → Mathura,683.6
514,131,Train Express 15018: Gorakhpur → Mumbai LTT,3095.2
514,306,Train Express 15017: Mumbai LTT → Gorakhpur,3214.4
515,186,Lalgola - Sealdah MEMU Passenger,346.4
515,552,Ranaghat Jn-Lalgola Passenger (UnReserved),398.8
515,552,Sealdah - Lalgola MEMU Passenger,398.8
516,683,Train Vande Bharat Express 26651: KSR Bengaluru → Ernakulam Junction,4084.8
517,1,Train Rajdhani Express 12957: Ahmedabad → New Delhi,3561.5
517,424,Unnamed Line,4596.0
518,346,Central Line: Khopoli → Mumbai CSMT (Fast),225.2
518,360,Central Line: Mumbai CSMT → Khopoli (Fast),306.8
519,459,Chennai Beach - Tambaram suburban line,101.9
520,162,Chennai Beach - Tambaram suburban line,165.2
521,46,Train Chhapra Junction Sonpur Junction DEMU 75270: Chhapra Junction → Sonpur,148.5
521,72,Train Sonpur Junction Chhapra Junction DEMU 75269: Sonpur Junction → Chhapra Junction,203.2
522,398,Kalka Shatabdi Express: New Delhi -> Kalka,4701.4
522,504,Kalka Shatabdi Express: Kalka -> New Delhi,6252.4
523,343,Agra Fort - Lucknow Junction InterCity Semifast Express,800.6
523,589,Lucknow Junction - Agra Fort InterCity Semifast Express,2382.1
524,329,Panvel -> Diva MEMU,360.6
524,367,Harbour Line: Panvel → Mumbai CSMT,239.5
524,367,Trans-Harbour Line: Panvel => Thane,239.9
524,582,Rajdhani Express 12432: Hazrat Nizamuddin → Thiruvananthapuram Central,16001.1
524,582,Train Rajdhani Express 22414: Hazrat Nizamuddin → Madgaon,16001.1
524,649,Diva -> Roha MEMU,355.1
524,721,Rajdhani Express 12431: Thiruvananthapuram Central → Hazrat Nizamuddin,3824.8
524,721,Train Rajdhani Express 22413: Madgaon → Hazrat Nizamuddin,3824.8
524,721,Train 19058 Mangaluru Junction Surat Express,3797.8
525,641,Tambaram - Chengelpet suburban line,286.3
526,198,Train Rajdhani Express 12302: New Delhi → Howrah (via Gaya),3267.9
526,236,Train Rajdhani Express 12301: Howrah → New Delhi (via Gaya),9991.3
526,280,Train Gangadamodar Express 13329: Dhanbad Junction → Patna Junction,1834.3
526,503,Train Gangadamodar Express 13330: Patna Junction → Dhanbad Junction,1249.8
527,383,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,815.2
528,167,Central Line: Kalyan Junction → Mumbai CSMT (Slow),131.7
528,172,Central Line: Mumbai CSMT → Kalyan Junction (Slow),74.5
529,497,Train Sonpur Junction Chhapra Junction DEMU 75269: Sonpur Junction → Chhapra Junction,309.0
529,650,Train Chhapra Junction Sonpur Junction DEMU 75270: Chhapra Junction → Sonpur,432.0
530,265,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,135.4
531,236,Train Gangadamodar Express 13329: Dhanbad Junction → Patna Junction,6687.0
531,280,Train Gangadamodar Express 13330: Patna Junction → Dhanbad Junction,1542.6
532,94,Train Express 15018: Gorakhpur → Mumbai LTT,601.4
532,344,Train Express 15017: Mumbai LTT → Gorakhpur,592.9
533,630,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,368.5
534,356,Train Rajdhani Express 12425: New Delhi → Jammu Tawi,1248.3
534,417,Train Rajdhani Express 12426: Jammu Tawi → New Delhi,10868.1
536,188,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,14804.9
536,188,Train Rajdhani Express 12305: Howrah → New Delhi (via Patna),14804.1
536,308,Train Rajdhani Express 20502: Anand Vihar Terminal → Agartala,10059.0
536,313,Train Rajdhani Express 12306: New Delhi → Howrah (via Patna),13963.9
536,316,Train Gangadamodar Express 13330: Patna Junction → Dhanbad Junction,3206.9
537,727,Chennai Central - Thiruvallur suburban line,520.1
538,24,Chennai Central - Thiruvallur suburban line,110.7
539,540,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,751.2
540,150,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1036.3
540,511,Daily Express 16512: Kannur → KSR Bengaluru,1396.4
541,354,Diva -> Roha MEMU,753.9
542,543,Chennai Central - Thiruvallur suburban line,45.0
543,544,Chennai Central - Thiruvallur suburban line,102.7
544,734,Chennai Central - Thiruvallur suburban line,124.7
545,666,Chennai MRTS: Saint Thomas Mount → Chennai Beach,74.2
545,725,Chennai MRTS: Chennai Beach → Saint Thomas Mount,118.7
546,555,Train Express 15018: Gorakhpur → Mumbai LTT,462.3
546,608,Train Express 15017: Mumbai LTT → Gorakhpur,822.6
547,225,Shatabdi Express 12003: Lucknow → New Delhi,4008.2
547,343,Shatabdi Express 12004: New Delhi → Lucknow,5875.4
549,608,Train Express 15018: Gorakhpur → Mumbai LTT,804.6
549,701,Train Express 15017: Mumbai LTT → Gorakhpur,592.5
550,157,Pune Suburban Railway: Pune → Lonavala,153.6
550,352,Pune Suburban Railway: Lonavala → Pune,186.8
551,232,Train Express 15017: Mumbai LTT → Gorakhpur,3433.9
551,647,Train Express 15018: Gorakhpur → Mumbai LTT,1277.8
552,88,Bhagirathi Express,1279.9
552,88,Hazarduari Express: Krishnanagar => Lalgola,1279.8
552,88,Kolkata Berhampore Court Dhanya Dhaanya Express,1279.9
552,88,Ranaghat Jn-Lalgola Passenger (UnReserved),1279.9
552,88,Sealdah - Lalgola MEMU Passenger,1279.9
552,91,Berhampore Court Kolkata Dhanya Dhaanya Express,1520.1
552,91,Hazarduari Express: Lalgola => Krishnanagar,1520.1
552,515,Lalgola - Sealdah MEMU Passenger,398.8
553,261,Tambaram - Chengelpet suburban line,254.1
554,171,Western Line (slow): Churchgate => Virar,107.5
554,413,Western Line (Slow): Virar => Churchgate,103.8
555,14,Train Express 15018: Gorakhpur → Mumbai LTT,322.1
555,546,Train Express 15017: Mumbai LTT → Gorakhpur,462.3
556,395,Train SuperFast Express 12701: Mumbai CSMT → Hyderabad,12246.8
556,411,Train SuperFast Express 12702: Hyderabad → Mumbai CSMT,3940.5
556,411,Train Duronto Express 12220: Secunderabad → Mumbai LTT,3935.4
556,631,Pune Suburban Railway: Pune → Lonavala,163.3
556,631,Train SuperFast Express 12128: Pune → Mumbai CSMT,163.4
556,648,Train Duronto Express 12219: Mumbai LTT → Secunderabad,16847.1
557,24,Saptagiri Express: MAS -> TPTY,1000.8
557,67,Chennai - Mysuru Shatabdi Express,21112.4
557,260,Charminar Express: Chennai => Hyderabad,9148.4
557,730,Coromandel Express: Chennai => Howrah,27603.7
558,692,Chennai Central - Thiruvallur suburban line,203.0
559,596,Chennai MRTS: Chennai Beach → Saint Thomas Mount,153.7
559,725,Chennai MRTS: Saint Thomas Mount → Chennai Beach,135.3
560,710,Daily Express 16604: Thiruvananthapuram Central → Mangaluru Central,1442.4
561,7,Trans-Harbour Line (Vashi => Thane),175.2
561,7,Trans-Harbour Line: Panvel => Thane,175.2
561,238,Trans-Harbour Line (Thane => Vashi),167.2
561,238,Trans-Harbour Line: Thane => Panvel,167.2
562,255,Passenger 51973: Mathura → Jaipur,449.8
562,465,Passenger 51974: Jaipur → Mathura,485.3
563,266,Train Rajdhani Express 22692: Hazrat Nizamuddin → Bengaluru,8150.6
563,618,Train Rajdhani Express 22691: Bengaluru → Hazrat Nizamuddin,7914.1
563,741,Train Vande Bharat Express 22232: SMVT Bengaluru → Kalaburagi,4690.9
564,113,Train Rajdhani Express 12442: New Delhi → Bilaspur,7552.1
564,220,Train Rajdhani Express 12441: Bilaspur → New Delhi,2563.1
565,12,Train Passenger 55110 Chhapra Kacheri → Thawe Junction,272.1
566,82,Sitamarhi - Mehsi train line,667.3
567,430,Passenger 51974: Jaipur → Mathura,1189.8
567,658,Passenger 51973: Mathura → Jaipur,415.7
568,220,Train Rajdhani Express 12442: New Delhi → Bilaspur,2052.8
568,249,Train Rajdhani Express 12441: Bilaspur → New Delhi,6932.8
569,252,Harbour Line: Mumbai CSMT → Goregaon,108.0
569,252,Western Line (slow): Churchgate => Virar,107.9
569,322,Harbour Line: Goregaon → Mumbai CSMT,82.0
569,323,Western Line (Slow): Virar => Churchgate,122.6
570,50,Hyderabad MMTS: Ramchandrapuram → Falaknuma,60.2
571,28,Hyderabad MMTS: Lingampalli → Medchal,79.2
571,28,Hyderabad MMTS: Secunderabad → Medchal,79.2
571,28,Hyderabad MMTS: Hyderabad → Medchal,79.2
571,593,Hyderabad MMTS: Medchal → Secunderabad,121.4
571,593,Hyderabad MMTS: Medchal → Hyderabad,121.4
571,593,Hyderabad MMTS: Medchal → Lingampalli,121.4
572,299,Passenger 51974: Jaipur → Mathura,575.6
572,513,Passenger 51973: Mathura → Jaipur,683.6
573,76,Lucknow Mail: New Delhi -> Lucknow Junction,4450.7
573,274,Lucknow Mail: Lucknow Junction -> New Delhi,8731.4
574,78,Hazarduari Express: Lalgola => Krishnanagar,3621.7
574,391,Hazarduari Express: Krishnanagar => Lalgola,1796.5
575,115,Train Rajdhani Express 20839: Ranchi → New Delhi (via Bokaro Steel City),6017.9
575,409,Train Rajdhani Express 12453: Ranchi → New Delhi (via Chopan),4686.6
575,409,Train Rajdhani Express 20407: Ranchi → New Delhi (via Japla),4686.6
576,77,Train Rajdhani Express 20501: Agartala → Anand Vihar Terminal,4627.8
